Start,Stop,0,1
300.0,540.0,0.016987242918156044,0.005472221184161337
540.0,780.0,0.011882404356480811,0.0086263440119139
780.0,1020.0,0.0014670347234898879,0.007070741420169585
1020.0,1260.0,0.0005267734959321258,0.004666447325572271
1260.0,1500.0,0.00022223759044578248,0.002699920227005182
