Start,Stop,1
6000.0,6800.0,1.3272371434513745e-05
6800.0,7600.0,0.02691830252154399
7600.0,8400.0,0.1204312185294118
8400.0,9200.0,0.17047042055498976
9200.0,10000.0,0.20962585697985506
10000.0,10800.0,0.21593101611656795
10800.0,11600.0,0.0870203721369259
11600.0,12400.0,1.2507640725661955e-05
12400.0,13200.0,-5.3204312351066917e-14
13200.0,14000.0,5.519836243551273e-14
